"Attr1","Attr3","Attr4","Attr5","Attr6","Attr9","Attr10","Attr12","Attr13","Attr15","Attr18","Attr19","Attr20","Attr21","Attr22","Attr23","Attr24","Attr26","Attr27","Attr29","Attr30","Attr31","Attr33","Attr35","Attr39","Attr40","Attr41","Attr42","Attr43","Attr45","Attr47","Attr48","Attr51","Attr52","Attr53","Attr55","Attr56","Attr57","Attr58","Attr59","Attr61","Attr63","Attr64","Attr68","Attr69","Attr70","class"
0.0030055,-0.046809,0.65608840872647,-114.66,-0.028901,0.681874380629903,0.14423,0.007581797,0.051587,7164.7,0.0030055,517.357460996988,3.94675288061583,0.78584,0.031181,0.003179717,-0.034146,0.050944,0.36279,4.9372,1.0118,0.0036995,1.15316360327261,0.031181,0.032988436,0.2578,0.38591,0.038382,11.6623118994969,0.026598,3.96303355984852,-0.0077225,0.333904657494944,0.379271703225554,6.94208110863918,13.1234226162128,-0.057967,0.020838,1.058,5.71942902475563,1.95263748399467,8.80262434623502,0.81053671658328,-20.1929116195603,6.52286777376472,0,0
0.056009,0.047054,0.763521297687786,-30.895,0.056009,0.72293459744387,0.51649,0.119679908,0.037367,1633.1,0.056009,5993.92957239209,3.5941016325818,0.81258,0.069275,0.054478164,0.056009,0.2235,0.882954,4.4619,0.14637,0.019367,1.94743755340773,0.069275,0.067381578,0.13643,0.13101,0.023954,11.6618448712291,0.19978,3.71378423931606,0.017219,0.383894118180021,0.153896361776878,6.94289556311188,13.1341810725579,0.027345,0.10844,0.97266,5.70902210871429,2.88653942945283,8.80259614492036,1.94068434687674,21.8493645598674,6.52286775407234,0,1
0.086872,0.02964,0.750858857988032,1.4603,0.3028,0.728017579418255,0.38067,0.21554723,0.044432,1600.4,0.086872,5220.38209738287,0.931415769619224,0.84129,0.10661,0.083643366,0.3028,0.22806,0.3483,3.8848,0.087399,0.027327,2.15115736922144,0.10661,0.102647795,0.85736,0.12648,0.033537,11.6614403276583,6.4851,1.82907131036179,0.052238,0.338634183642963,0.123694417846312,6.94251507625968,13.1319340916578,0.037132,0.22821,0.96287,5.71080500945335,3.78689393082714,8.80265329402753,1.88757176537511,35.0404858299595,6.52286779548906,0,0
0.0046029,0.043685,0.847463132443311,-18.305,0,0.894115059131549,0.47188,0.043931071,0.095398,1430.2,0.0066538,310.684592661091,3.31444051773587,1.1318,0.038914,0.003257998,0.084999,0.25132,1.2003,3.6325,0.37381,0.0047098,2.30963021772068,0.038942,0.027563703,0.029221,0.10539,0.027544,11.6617787641341,0.044863,3.46228307363999,-0.089208,0.141030702376074,0.104576208169102,6.94243328580515,13.1318550684449,0.027564,0.0097543,0.99529,5.71156603040682,2.83533756277585,8.80366766631756,1.01353170104991,32.3406203502346,6.52287283211904,0,0
-0.07748,0.054872,0.799810397334098,-14.144,0,0.896810620564103,0.54617,-0.253857999,-0.051413,-2269.9,-0.07748,-10407.791054857,3.34962334611611,0.99492,0,-0.054586445,0.12525,-0.1608,-27.1383836666667,4.6892,0.30018,-0.10894,1.69070448626245,0.0010874,0.000766098,0.093661,3.3571,0,11.6620886938293,-0.72473,3.51258072363424,-0.0045062,0.266363947368726,0.203822088239957,6.94269135501958,13.1367860685657,0.048856,-0.14186,0.95201,5.70982445036452,1.99102692151395,8.80296497569801,1.16876464768951,25.8674733926228,6.52287239469432,0,0
-0.0057739,0.18302,2.04950011249594,95.712,0.061574,0.687657640568751,0.96507,-0.098768904,0.078378,402.6,-0.003161,-368.77198980629,4.42475081888366,1,-0.011261,-0.006035351,0.0879,0.82498,-0.29101,4.5482,-0.015455,-0.0085387,2.57192497119796,-0.011261,-0.011770916,1.3359,0.050307,-0.030419,11.662817231344,-0.06901,4.42544166437068,-0.043438,0.0315025430208516,0.0794634630206626,6.94305427377919,13.1442184068854,-0.045285,-0.0059828,1.0453,5.70893251839919,1.64504635920183,8.80675132997098,0.386367096512027,5.22718828543328,6.52286685782293,0,0
0.085367,0.31753,1.05953148572694,40.13,0,0.82700958089537,0.53617,0.225760982,0.12164,1109.8,0.085367,10962.6543376245,3.54671086809375,1.3994,0,0.068070329,0.13778,0.32889,0,4.6442,0.29565,0.15145,1.29321918184013,0.011317,0.009024001,0.50468,0.23014,0,11.6626199162576,0.7373,3.84790466266994,-0.067181,0.320727507764406,0.320742020078104,6.94356797991478,13.1588418725739,0.20266,0.15922,0.81452,5.70945238318582,1.44143339989378,8.80276447535713,1.63329403868193,3.94954807419771,6.52287505146796,0,0
-0.41218,-0.2954,0.40394328405446,-294.87,-1.074,0.337379681911024,-1.3649,-0.76407452,-0.79249,-2952.6,-0.41218,-19711.3571395902,5.1602040644184,0.4609,-0.32108,-1.117321767,-1.3289,-0.12362,-3.2967,3.6564,6.4056,-0.894,0.829555680339494,-0.32823,-0.889753321,0.0078817,-0.3917,-0.87037,11.6633973291025,-2.3547,4.56725749699809,-0.44091,0.431425209777696,0.573135413124973,6.94012033418478,13.128826446704,-0.88976,0.30199,2.0727,5.70447737486711,1.90214485405844,8.80236865163737,0.397436162212149,-1.24881516587678,6.52286946631974,0,0
0.03836,0.28534,1.10344028179692,-8.4639,0.16002,1.18340400959843,0.61026,0.175964674,0.043525,1463.6,0.051804,2886.9546534213,4.00647827444581,1.0437,0.056778,0.017177914,0.19875,0.21489,6.0695,3.8094,0.16512,0.026701,2.12750525156905,0.056367,0.025241592,0.089548,0.12715,0.025425,11.6621335043355,0.11621,4.09402284380961,0.011385,0.25804726732209,0.126852890995924,6.94326922671502,13.1351234206824,0.025241,0.062858,0.97685,5.70944042155453,2.39827248346366,8.80340592363898,1.84272421965095,7.82610219387398,6.52287557262768,0,0
0.15343,0.13754,0.965849743261945,7.2797,0,0.823329032230245,0.58702,0.804347826,0.18203,664.78,0.19018,13525.8926038775,3.53003025350512,1.1639,0.21778,0.123167697,0.45098,0.46006,7.8398,4.0533,0.31196,0.17,1.68871109332861,0.20991,0.168507666,0.12126,0.054124,0.17482,11.6622259444262,1.3572,3.78828804213988,0.18121,0.212236282742157,0.204270571761628,6.94277266088765,13.1314867955683,0.16851,0.26137,0.84921,5.70991929190477,1.85102632263518,8.80305784843031,1.09524489201333,9.05700159953468,6.52287396673589,0,0
0.071099,0.020497,0.733626236283413,-61.146,0,0.874205856922656,0.43412,0.164166121,0.12436,1217.1,0.090206,18084.0578924805,4.10500421240592,1.1759,0.10825,0.052102448,0.22086,0.26614,5.7852,5.0896,0.37869,0.0788,1.19972379003652,0.090309,0.066179833,0.090167,0.10047,0.079324,11.6625533609841,0.31884,4.22684396419407,0.028747,0.437919390772884,0.358506266044306,6.94284197809308,13.1364642905819,0.066178,0.16378,0.93514,5.709047735719,1.72118500840208,8.80263923164342,1.42873459758009,66.5755964287457,6.52287182111058,0,0
0.10778,0.56509,1.58778905790877,69.887,0.1373,0.77627941840861,0.78177,0.600382987,0.19214,413.33,0.11914,35620.9553900983,3.74009524549821,1.5477,0.11194,0.094460999,0.18338,0.8258,1.4004,5.4893,0.085343,0.13063,1.61506206718432,0.11194,0.098106924,2.2107,0.038825,0.12274,11.6624741432421,1.0494,3.94210011992463,0.055846,0.181020711060906,0.221742570398582,6.94505684405595,13.428260052202,0.12355,0.13786,0.87645,5.70900640895726,1.63101349652489,8.80313016939917,1.58042401050741,2.01914739245076,6.52286981405186,0,0
-1.0561,-0.96874,0.272618433391774,-232.88,0.006412,0.668183668779701,-0.32608,-0.797899668,-1.0898,-483.65,-1.0561,-48297.1708199118,4.1113655465564,0.56942,-1.0325,-1.150034846,-0.64947,-0.75467,-38.381,3.6117,1.4299,-1.1224,0.871084139036076,-0.92076,-1.002657026,0.03557,-0.045236,-1.1243,11.6624080088425,-6.9924,3.54401840837995,-1.0878,0.84311770713624,0.542144042023383,6.94137822885194,13.1236002122087,-1.0026,3.2387,2.1297,5.70889724191781,1.92613739302727,8.80237014940357,0.885177619918862,-0.947953011127857,6.52286872421655,0,0
0.10135,-0.049117,0.651355445159623,-96.303,0,0.772730244151785,0.48086,0.313801139,0.17039,981.27,0.12119,7563.95641800338,4.33964091817744,1.062,0.13951,0.089429101,0.16117,0.33374,7.1987,3.9227,0.45268,0.12284,1.37267706516071,-0.0044086,-0.003890056,0.018459,0.08185,0.1231,11.6622697841579,0.4313,4.38224786020171,0.067592,0.326566190501747,0.292266547667887,6.94256760677531,13.1306686132562,-0.0038901,0.21076,0.90535,5.70983886267096,2.56002572548516,8.80270703845054,0.996806484567329,-23.0734776146752,6.52287115873683,0,0
0.024553,0.63121,2.96095028268131,162.65,0,0.774068425283693,0.96345,0.858100528,0.067648,173.55,0.031361,902.758601972786,3.86744396203018,1.243,0.026906,0.021609752,-0.025658,1.9169,4038.08105,3.1488,-0.35189,0.0276,3.44661679185302,0.025449,0.022398345,12.054,0.016824,0.02368,11.6619831288099,0.16846,3.96126449630578,-0.018598,0.0358949967764053,0.0323723163244421,6.94466544024971,13.1332444235225,0.022397,0.025484,0.97256,5.70892247422983,2.70472133992007,8.80693041086349,1.48612041988572,1.8000348536937,6.52294120080776,0,0
-1.5034,-0.050605,0.687918032364362,-26.722,-0.86512,2.41951185103826,0.092308,-1.656292347,-0.13181,-246.22,-1.5034,-10879.9246491778,3.07731226054641,0.78527,-1.1775,-0.147276646,-0.73641,-1.4824,-3.6139,1.7681,0.08892,-0.14727,2.60586980867323,-1.1773,-0.115331113,0.22459,-0.029671,-0.11535,11.6615554221849,-2.5969,3.14370821457315,-1.3354,0.645893086031249,0.0767063790828705,6.94249085276467,13.1314777807496,-0.11533,-16.287,1.1473,5.7089225358788,4.92988175122812,8.80395571075212,4.28259316929924,-201.719197707736,6.52287144621868,0,0
0.20154,0.22748,0.954787721664388,-15.821,0.55613,0.785120435381388,0.53128,0.615519211,0.14065,597,0.25328,27641.8360277075,4.0010589981661,1.114,0.28182,0.173696458,0.70121,0.50099,1.6051,4.4815,0.20606,0.12432,1.6614419541809,0.28182,0.242885461,0.12775,0.048904,0.13833,11.6622593627062,0.67294,4.20304499414493,0.24855,0.344645884024603,0.210552617134781,6.94328804616876,13.1450547693756,0.13818,0.37935,0.86182,5.70927962916478,2.09232692984703,8.80268979035047,1.89359600294885,5.10066819061016,6.52286864831979,0,0
-0.01158,0.21138,1.17109386753241,-32.864,-0.012156,0.457779847309961,0.68607,-0.078320585,0.042741,4890.4,-0.014028,-3908.2517815216,5.01462731536579,1.1071,-0.0085752,-0.021124063,0.007866,0.082434,-1.1653,5.4187,0.57266,-0.025589,1.29497371254216,0.078065,0.142405006,0.14629,0.3623,-0.015643,11.6634428380393,-0.05154,5.1781291282093,-0.046033,0.164759916609392,0.320074235573471,6.94295406888036,13.1314879816966,0.14241,0,0.87511,5.70957392863123,1.59526801190502,8.80272600082551,0.641545838730653,2.59338631847857,6.52287633590816,0,0
0.18157,0.38748,1.21530406244811,45.71,0.51371,0.763778509042848,0.60417,0.772150166,0.14358,394.7,0.22563,19856.4981551171,3.29275805725891,1.0536,0.23359,0.162989228,0.64326,0.79019,1.2342,4.2663,0.14294,0.10701,2.01179151816883,0.23359,0.209685817,0.11375,0.034641,0.11079,11.6623183587478,1.2128,3.51162603259818,0.15648,0.256353930852117,0.143580728477524,6.94368818938426,13.1455623873205,0.10237,0.30053,0.89763,5.70949106467001,1.6577613200706,8.80283899108373,2.02585810059128,2.87498709610819,6.52286880065237,0,0
0.050139,0.21174,1.03198055606898,-30.842,0.18089,0.716849546920755,0.72006,0.224719546,0.093988,906.77,0.062499,8734.54090100448,4.5187077492123,0.61557,0.031319,0.049368846,0.22817,0.35809,0.26705,4.7288,0.16233,0.052471,1.65188418709686,0.031319,0.030837928,0.34771,0.11321,0.026294,11.6623921634931,0.16937,4.57230292683365,-0.018133,0.245390248260938,0.212810347174418,6.94323004251085,13.1537069936843,0.015399,0.069632,0.9846,5.70893084591006,2.58536643395419,8.80281484182859,1.20444713181486,4.79644847454425,6.52286783432459,0,0
0.072912,0.2009,0.969535341207778,-357.52,0,0.910260989460376,0.57895,0.268249529,0.096872,1092.2,0.091119,23627.2609779991,4.15700632334681,1.1696,0.08284,0.050194135,0.3377,0.29095,15.697,5.3469,0.28308,0.066363,1.63428661040349,0.064282,0.044253063,0.043649,0.10598,0.05703,11.6624923122136,0.29137,4.24570134274496,0.033245,0.292430779473985,0.217028894847688,6.94308400509306,13.2162926041317,0.044254,0.12594,0.96844,5.70938844527533,1.83664521152911,8.80290873818832,1.4259272008758,7.23046291687407,6.52287399147393,0,0
0.076997,8.9e-05,0.715700433180097,-8.1893,0.33902,0.728693362423027,0.58382,0.234125946,0.047585,1448.9,0.076997,6753.77283387967,2.01494301974229,1.1771,0.085445,0.074035577,0.33902,0.25192,0.40331,4.263,0.14276,0.034946,2.0071530670822,0.085445,0.082158654,0.33464,0.12077,0.03878,11.6616666512629,1.9622,2.43282356991778,0.057595,0.284328957038423,0.144299458348308,6.94270728840051,13.131486891291,0.038461,0.13189,0.96154,5.70941828367141,2.58529106265686,8.80274129013228,1.45477388753447,11685.393258427,6.52286780736618,0,0
0.28285,0.10405,0.821592724653952,-13.079,0.76873,0.789988460359498,0.46614,0.771106323,0.15474,412.34,0.35073,136831.675401729,3.23667644949371,1.0085,0.35395,0.241545687,0.95339,0.73596,1.593,5.7554,0.12007,0.13479,1.77242373292131,0.35395,0.302263023,0.33201,0.036846,0.13603,11.6618472062668,1.6228,3.50440658490597,0.30206,0.374895928941053,0.18623057329067,6.94288754967905,13.2424956514381,0.14606,0.6068,0.85394,5.70948447526529,2.49668287868092,8.80265292605906,1.93133513338494,11.2542047092744,6.52286843298173,0,0
0.0070978,0.066142,0.804070743735247,-30.967,-0.16655,0.910502411825549,0.3206,0.020319487,0.025128,6791,0.0070978,428.022165542543,3.77255402013687,1.4868,0.030641,0.004884255,-0.13241,0.053747,1.0209,3.8883,0.43944,0.025539,1.61994254507919,0.037493,0.025800303,0.16325,0.37707,0.021085,11.6621298778775,0.041956,3.87632743166365,0.0012226,0.299593350677419,0.220532144557707,6.94239673486118,13.1324966618175,0.025801,0.022139,0.99527,5.71233105536141,2.16120009567753,8.80289127729858,1.24875919264246,21.9709110701219,6.52287243299889,0,0
0.0060674,0.18007,0.821416816892492,-48327,0,1.859133186147,0.21178,0.007697597,0.00403,13255,0.0060674,301.605624021404,1.27689793434049,1.2982,-0.0094221,0.001126555,0.06886,0.027536,-5.627,3.6951,0.14517,0.0013149,2.06076827641421,-0.0065052,-0.001207843,0.019495,4.2274,-0.0017494,11.6619106637847,0.15903,1.97533024542244,-0.025059,0.581220711687807,0.136225260900981,6.9483010753632,13.1332506157572,-0.0012079,0.02865,1.0031,5.70892246391631,1.93017994702441,8.80329289216616,5.14084459434409,29.909479646804,6.52287258227216,0,0
0.15014,0.1524,0.982085588491708,-8.0914,0.41795,0.779449181001516,0.71008,0.764643194,0.17513,389.95,0.18655,27197.7466657842,3.83848410209328,1.1031,0.18136,0.130795365,0.52398,0.7982,1.4745,4.7711,0.13664,0.13213,1.79865232548523,0.18136,0.157992857,0.30376,0.035877,0.12845,11.6620720422779,0.85392,4.03965427651712,0.12064,0.218307878270571,0.180945610614024,6.94300301414609,13.1491570008371,0.12883,0.21144,0.87117,5.70913703841827,2.36503863895569,8.8029731690357,1.2056757934165,7.53215223097113,6.52286860937897,0,0
0.028192,0.42135,1.15952518265562,12.535,-0.16721,1.27981405206073,0.044269,0.098404775,0.05741,2370.2,0.036272,1544.93358257114,3.88793520989906,1.1067,0.088676,0.010997035,-0.11387,0.14554,1.6272,3.5406,0.3561,0.026637,2.04114240374563,0.094173,0.03673467,0.12556,0.15962,0.034591,11.6622664251895,0.083956,3.9938554951013,-0.022228,0.31378831953626,0.139126958206681,6.94207047009723,13.1343790986221,0.036735,0.63683,0.98609,5.75196537165084,1.98627719667435,8.80331123612368,2.58059666653605,6.08425299632135,6.52287627267369,0,0
-0.14126,-0.05618,0.679559788611423,-50.295,0,1.26355339898269,0.22283,-0.181808821,-0.044605,-2537.4,-0.14126,-4501.16832570932,3.79170676391341,0.94292,-0.13066,-0.056377714,-0.14467,-0.14385,-10.425,3.2504,0.30928,-0.051713,1.48966289409692,-0.14127,-0.056381705,0.022119,-0.25601,-0.052148,11.6622373136571,-0.4749,3.81341077986642,-0.16016,0.574909666643961,0.255471331928266,6.94263779768563,13.1312854570161,-0.056278,-0.63397,1.0506,5.70892544039009,1.97024731172126,8.80275068378564,2.29996313867402,-44.5995016019936,6.52287134814522,0,1
0.14707,0.69602,1.56786959781961,131.86,0.21548,0.773284191479099,0.53213,0.725008894,0.10472,501.09,0.18342,26501.8205905944,3.31698209197453,0.84045,0.18062,0.1296342,0.27976,0.58474,1.1643,4.7621,-0.098547,0.10422,1.96452159098134,0.18062,0.159206699,1.6856,0.045832,0.10263,11.6622879568428,1.1477,3.54906263523309,0.17975,0.225532695036115,0.151080256612887,6.95190421309637,13.2082290983807,0.11853,0.27638,0.88147,5.71026070420454,1.69833669215808,8.80293999749312,3.57006818125282,1.62998189707192,6.52286940316615,0,0
0.030909,0.43218,1.41362227872949,19.333,0.61259,0.983714212511266,0.64755,0.147720321,0.037071,2113.4,0.030909,1134.14859249145,4.33200884227718,0.76069,0.044907,0.018823995,0.24078,0.17271,3.1518,3.3915,0.16643,0.02543,2.159061082908,0.038599,0.023507308,0.4254,0.15692,0.027349,11.6624120562556,0.091493,4.40104096114652,0.014945,0.189992063098174,0.122660012735888,6.94361062409311,13.1335909120873,0.023507,0.047732,0.98142,5.70965560457145,2.15820074524503,8.80344530915598,1.71903012581605,3.79934286639826,6.52287998656818,0,0
0.11288,0.40879,2.38039938112252,51.855,0,0.451439247507004,0.94449,2.419980705,0.21059,178.76,0.11288,3865.76709517507,5.41276150093891,1.4304,0,0.209736158,0.20182,2.0418,0,3.3225,-0.034548,0.46293,2.03563332199085,0.011249,0.020901152,2.3379,4.0925,0,11.6633771978346,0.34293,5.97014054811254,-0.00045211,0.0455898104008485,0.139944534399872,6.94354163995495,13.1331845566817,0.42303,0.11952,0.5836,5.70895358975771,3.47448347163942,8.80399956267913,0.687292475170968,1.31656840920766,6.52290695428748,0,0
0.19423,0.12881,0.785370327650848,2.9725,-0.072739,2.80174519841341,0.12881,0.222947922,0.012866,1600.6,0.19423,2213.28503020038,0,0.9817,0.26859,0.012578849,0.28682,0.22804,3.3677,2.2221,0.026742,0.017744,2.93979664122369,-0.16311,-0.010563435,0.52602,0.10636,0.017394,11.6614644716282,8.30290428571429,1.53270804457537,0.26415,0.626574592109379,0.0543271874761333,6.94441073887295,13.131526229961,-0.010485,1.5079,0.017107,5.70892246391631,3.38459871958336,8.80492781738456,3.74755271758219,119.874233366975,6.5228758280366,0,1
0.15101,0.68263,2.21579758185368,108.67,0.45899,0.784573007843699,0.89915,1.986893184,0.13448,155.37,0.1904,20816.8332316247,3.98143712151247,1.2595,0.21473,0.130282115,0.57532,1.9477,1.4527,4.4833,-0.013634,0.11112,2.798865445318,0.21473,0.185255802,1.2839,0.012658,0.12533,11.6625569772965,0.61168,4.18343391760729,0.17471,0.0915102419037777,0.0628123446518151,6.94578152904833,13.1718237930955,0.13725,0.16795,0.86275,5.70894098587944,1.64811041765656,8.80408324475417,2.16719080053434,1.69799159134524,6.5228723956917,0,0
-0.081546,-0.3465,0.529391604376819,-333.68,-0.61431,0.682031125514273,-0.036281,-0.081761851,-0.026796,-14173,-0.081546,-23231.337121329,5.32047017118917,1.6523,-0.052422,-0.086244606,-0.60664,-0.025753,-0.51709,5.441,1.0374,-0.085072,0.701363335331286,-0.052422,-0.055442508,0.0099883,9.5364,-0.054689,11.6634556558727,-0.1526,5.28330879936001,-0.10828,0.69182630859253,0.685014197329756,6.94176636865831,12.9213163889306,-0.057624,2.2476,1.0576,5.70535856910324,2.3026101026813,8.80240837702017,1.32055907080635,-2.72877344877345,6.52286750911803,0,0
0.0059129,0.62814,2.574085876681,212.04,0.25407,0.726084250606048,0.91028,0.194594785,0.049575,460.16,0.011038,590.892420385946,3.9863695205568,1.0564,0.011622,0.005715156,0.28845,0.70284,0.13248,3.7692,-0.14403,0.012162,2.80123691582833,0.011622,0.011233327,3.3045,0.040918,0.012805,11.6630771595037,0.044988,4.08289088524354,-0.022333,0.0551726101028684,0.0626564386308973,6.94465454967173,13.1387730000631,0.033412,0.0064957,0.96659,5.70904266816843,1.2478796645514,8.8050051326607,1.3558131946312,1.64708504473525,6.52286828892446,0,0
0.00616,0.39217,0.98973411180681,-10423,0,0.0520420140270352,0.023806,0.010134413,0.30242,55975,0.00616,301.10736140485,9.65617937422262,0.14237,0.0063503,0.292650482,0.027592,0.0065208,33.267,3.6783,42.423,0.29266,0.0288527277869158,0.003256,0.154686683,0.13829,4.9635,0.3017,11.7896780273293,0.0068401,9.82437024613006,0.0061447,0.474885443774839,3.5599659540206,6.94332005359255,13.1351820658314,0.15468,0.25876,0.74488,5.75896342683474,0.864091806473974,8.80227102022954,2.10970371300419,0.0536731519494097,6.52287426822587,0,0
0.04866,0.089597,0.824096053850205,-39.892,0.18472,0.736144886502635,0.46625,0.165250622,0.082896,1708.8,0.063134,17869.4808760395,3.86121380437482,1.0458,0.075336,0.046101374,0.23715,0.18649,0.57817,5.4345,0.37699,0.045904,1.48401073462596,0.075336,0.071374704,0.17875,0.13903,0.054775,11.6622764159343,0.27757,3.98409619452852,0.024459,0.32356790414109,0.257119766869141,6.94271931069262,13.178639735681,0.052604,0.10436,0.9474,5.71000086178215,1.95076265657405,8.80268121781711,1.2817986935953,11.7805283659051,6.522867932287,0,0
