,Attr1,Attr3,Attr4,Attr5,Attr6,Attr9,Attr10,Attr12,Attr13,Attr15,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr26,Attr27,Attr29,Attr30,Attr31,Attr33,Attr35,Attr39,Attr40,Attr41,Attr42,Attr43,Attr45,Attr47,Attr48,Attr51,Attr52,Attr53,Attr55,Attr56,Attr57,Attr58,Attr59,Attr61,Attr63,Attr64,Attr68,Attr69,Attr70,class
731,0.11359000000000001,0.74784,1.7735478056776202,43.888000000000005,0.0,1.0709913176182901,0.75874,0.724256764,0.079794,585.2,0.14081,5385.15606146909,4.60988903468803,0.9386700000000001,0.11822,0.060231189000000004,0.35936,0.5109,22.081999999999997,3.4329,0.093904,0.077507,2.31733576493995,0.10715,0.056816374,0.4238,0.062885,0.062687,11.662787705429,0.22102,4.70139540156492,0.10855,0.17766071191176,0.10373820041579598,6.95448618146974,13.1354914262367,0.05682,0.14970999999999998,0.93645,5.7091271677276305,1.86484729382721,8.803723570983948,3.51631062845359,2.52179610611896,6.52288715698409,0,0
732,0.052129999999999996,0.15409,1.0434585699658,-18.316,0.10263,0.7643839991799809,0.7752600000000001,0.31589059399999997,0.14055,632.98,0.061327,8594.7798929316,4.45687897257581,0.7451399999999999,0.063183,0.046740787,0.13418,0.5292600000000001,0.8847,4.7316,0.24018,0.07699500000000001,1.54299891987753,0.063183,0.056651125,0.02433,0.056085,0.079325,11.6627101419484,0.28031999999999996,4.60189181800746,0.012561,0.17742626102814604,0.24046467084266604,6.94301575689916,13.1478096571358,0.10337,0.067242,0.8966299999999999,5.7090533495867195,1.8015200296007,8.803129414257539,0.798459355049356,7.23797780517879,6.522868283818751,0,0
733,-0.092024,0.23326,0.896667040567976,-21.214000000000002,-0.0063996,0.697747084760294,0.29836,-0.111707351,0.0043924,18727.0,-0.064158,-8165.219572976949,4.01614875908103,1.569,-0.058727,-0.094204842,0.048348,-0.029027999999999998,-0.2251,4.6352,0.22449000000000002,-0.025175,1.7124276199459199,-0.058727,-0.060118749000000006,0.0075533,1.1358,-0.023043,11.662345314904599,-0.24189000000000002,4.05795197946866,-0.13408,0.453836136833559,0.19897380200700499,6.94336438196194,13.151246223083401,-0.023701,-0.30843000000000004,1.0237,5.7103363916559005,1.9502649531167902,8.802521569372999,2.65647720444373,4.18781617079654,6.5228675175324495,0,0
734,0.03291,-0.014947,0.699739900743797,-49.281000000000006,0.0,0.792481525267866,0.25617,0.07066326,0.031472,7332.4,0.03291,2631.12468059929,3.4069143419913797,1.4065,0.00048763,0.027972801000000002,0.02255,0.049779000000000004,0.12495999999999999,4.1703,0.5068199999999999,0.06433,1.0431700484183,0.026112,0.022194645,0.33323,5.3849,0.00041447,11.662144297492599,0.34999,3.80045884243559,-0.0036292,0.382353411877401,0.434389404886566,6.94231749470459,13.1310451019365,0.27236,0.12847,0.73146,5.7125161373320905,1.9228535335630301,8.802645651391789,1.14492790159601,-78.71144711313309,6.522871541463809,0,0
735,0.016921000000000002,-0.28162,0.5361827959754989,13135.0,0.0,2.44862044674515,0.14954,0.020179362,0.004404,6687.3,0.016921000000000002,522.092909765955,1.87880834551458,0.88259,0.019818000000000002,0.0016054079999999998,0.11671,0.054581,3.1825,3.2182,0.075521,0.0021962,2.60631274386429,0.017549000000000002,0.001664991,0.076575,0.5748300000000001,0.0018803000000000001,11.661501164864,0.10565999999999999,2.32096514027548,-0.0096795,0.6089663392763169,0.0766711843168843,6.94219292726568,13.1305609056694,0.0016649999999999998,0.11315,0.9989399999999999,5.7091869921924605,3.4872879211999703,8.80415439648755,3.2103602621627796,-37.42631915346921,6.5228703186787405,0,0
736,0.14122,0.031062,0.795396411186185,-25.081,0.066064,0.7880349984547621,0.78138,0.955717335,0.13827,457.02,0.1746,125302.707578924,3.44342638587987,2.2724,0.17603,0.121042256,0.08532100000000001,0.64598,1.6264,6.3649,0.17268,0.13827,1.9350658473006397,0.17603,0.150878546,0.012164,0.04083,0.1394,11.6618810421614,1.3475,3.6882217378660203,0.17603,0.16779150500962897,0.155969025634042,6.942826828942809,13.2648260174364,0.14286,0.18073,0.85714,5.70907494230272,2.5521875088398396,8.803225788436631,0.957822157888369,37.5603631446784,6.522868411072039,0,0
737,0.076395,0.35686,1.4034019384606,105.56,0.29243,0.7667093966730699,0.77787,0.564245208,0.17418,412.39,0.099499,10333.4108861089,4.01980059760158,1.5768,0.084455,0.068191556,0.37062,0.7540600000000001,1.0559,4.4319,-0.072763,0.11104000000000001,1.71123609049514,0.084455,0.075386057,1.3961,0.041108,0.094252,11.6623614193545,0.56901,4.18811871445501,0.027877999999999997,0.162407923336819,0.19923603045865498,6.94347602824733,13.1504208590531,0.10737000000000001,0.09821,0.8926299999999999,5.709117658475599,1.9270695020505402,8.803220806197938,1.0714516897700501,3.1393263464664,6.52286893028275,0,0
738,0.27647,0.34152,1.22057000561128,22.859,0.9536899999999999,0.774206755663893,0.7458600000000001,1.094947667,0.14692,260.99,0.27826999999999996,48507.9010253068,3.45584338277548,0.94676,0.29689,0.24326440800000002,0.96035,1.3915,1.3948,4.9498,0.076097,0.11503,2.23808923761294,0.29689,0.261231852,0.3067,0.022338,0.12272999999999999,11.662027246247,1.3594,3.6764196521704195,0.21973,0.226450078722363,0.112792827475122,6.94364805685043,13.1900313716289,0.12012,0.37068,0.8798799999999999,5.70892246391631,2.16320234021742,8.802938130525698,1.9434950636543,3.3277699695479,6.5228689610320405,0,0
739,0.087966,0.036098000000000005,0.748212377371144,3.6275,0.0,0.964612595932014,0.46866,0.165555012,0.057665,2113.3,0.087966,4200.842931874779,1.7767135110227799,0.88016,0.12986,0.055275858,0.18705,0.17272,2.9718,3.655,0.20764000000000002,0.058062,1.32188916442755,0.13001,0.081695363,0.37809,0.13251,0.081599,11.6620785461502,4.1087,2.30037264734012,0.12605,0.42614316909389205,0.31011359411626,6.94291342414675,13.131806827339801,0.081692,0.1877,0.94479,5.70892246391631,1.7252902143118798,8.8027161450082,1.54310894674018,44.085544905534896,6.5228719440447405,0,0
740,0.027906,-0.61844,0.358582423542241,-111.7,-0.17912999999999998,1.15214389283694,-0.0071982,0.027706513,0.024277,7100.8,0.027906,506.959858289639,0.0,1.4146,0.099425,0.013085436,-0.44551999999999997,0.051403,0.92022,2.6885,0.47229,0.0355,1.12428003541669,0.039665,0.018599362,0.02334,0.27231,0.046622000000000004,11.661892854728901,0.80455699,1.5327080445753702,0.075558,0.6967407160700749,0.392879574823664,6.9418554274695,13.1308853222631,0.0186,-3.8767,0.9875,5.708923293185889,1.92305817751681,8.80258419462864,1.5016109798914499,-3.4483539227734306,6.52287190239658,0,0
741,-0.20501999999999998,0.26397,0.9189747267352779,60.051,0.1877,0.731103151956747,0.39776,-0.358370187,-0.13665,-1539.3,-0.20501999999999998,-6335.33290422629,3.126453471277,0.57452,-0.2003,-0.196191388,0.087627,-0.23711999999999997,-42.467,3.2197,0.54324,-0.1945,1.1596760297438402,-0.20724,-0.198315789,0.065749,-0.14537,-0.19167,11.6637553226805,-3.2859,3.12749272398566,-0.26250999999999997,0.45240594427658404,0.37627657064348996,6.944208994448769,13.132350875883601,-0.19831,-0.51543,1.1887,5.709173801888539,0.884944574464596,8.80254048574391,1.9980301102311298,3.9587831950600396,6.5228735282417905,0,0
742,0.074686,0.22426999999999997,0.8565912569773071,16.230999999999998,0.5214,0.7244379771785441,0.1377,0.120647594,0.038238,2517.2,0.087338,11510.0489530491,2.59674613154354,1.0927,0.092514,0.072426299,0.65723,0.12763,0.3454,4.6701,0.2374,0.031622000000000004,1.54756250871601,0.092514,0.089714895,0.11463,0.21613000000000002,0.033496,11.6623392864342,0.79467,2.85863452904986,0.074241,0.544594966702482,0.23922947629985397,6.94443131488111,13.152065858643901,0.030226999999999997,0.5424,0.96977,5.712249783580379,1.52267016394646,8.802480020532009,3.9943955777809603,4.59802916127882,6.522867827077481,0,0
743,0.43593999999999994,0.56975,1.39933866308061,65.69,0.0,1.5115540435314598,0.6781699999999999,1.5357570630000001,0.13562000000000002,247.36,0.43593999999999994,14636.8079159861,0.0,1.0863,0.43535,0.124504484,1.2415,1.4756,538.7119571428569,3.3027,0.06677000000000001,0.1245,2.46953917265688,0.43106000000000005,0.123110756,0.36865,0.022618,0.12434,11.662026910269198,2.93559444444444,1.5327080445753702,0.39641,0.24987116505518897,0.0884228803498967,6.94633405536886,13.1337483222709,0.12311,0.64282,0.8756700000000001,5.70910811957101,1.73662549306594,8.80411917117947,3.2156311586273096,6.145502413339179,6.522885748756861,0,0
744,0.10545,0.12445999999999999,0.797380611296121,-143.69,0.28888,0.763545530565744,0.28619,0.147728387,0.093511,2097.9,0.10545,8309.26979158876,5.09067800176979,0.88731,0.13393,0.094701392,0.28888,0.17398,1.1228,4.1558,0.5272,0.079398,0.982415494265598,0.13393,0.120278401,0.026716000000000004,0.15372,0.10084,11.6632930550717,0.17945,5.217382219101901,0.11517999999999999,0.5387189622224371,0.469046921747026,6.94357560197153,13.1350082924244,0.10192000000000001,0.36846,0.8980799999999999,5.70892246391631,1.9077260561398601,8.802500386916678,2.22053029909866,8.94664952595211,6.52286817583188,0,0
745,0.057651,-0.0090665,0.705811152888024,-20.715,0.0,1.1584431838021398,0.17247,0.15107485699999998,0.062487,2245.6,0.069082,6872.50749635731,2.91701368884259,2.7801,0.06009199999999999,0.026782031,0.14185,0.14873,3.1137,4.3889,0.3744,0.040955,1.72385529061418,0.046342,0.021528383999999998,0.058724,0.21977,0.027917,11.661969809630802,0.55906,3.11354641983755,-0.005332899999999999,0.376564822330385,0.196470979898374,6.94216884089154,13.131043555420101,0.021529,0.33426,0.96888,5.71601658066234,2.0499290637403,8.802973532206009,1.5894422857147301,-237.42348204930198,6.522871590891299,0,0
746,0.33388,0.45683999999999997,1.30495387419504,34.571,0.0,1.20581241121113,0.72004,1.200186923,0.18249,242.71,0.33388,10720.057013113199,3.77140369561854,1.1215,0.34104,0.144718478,0.91166,1.5039,12.167,3.258,0.12004000000000001,0.14724,2.07554646571095,0.36844,0.159698323,0.0496,0.021795,0.14782,11.6623372195217,1.2446,4.00983369271988,0.25389,0.245445014701641,0.134084989361568,6.94448963447762,13.1331224108723,0.1597,0.4637,0.85677,5.708930615864119,1.8077066509604902,8.80351227334025,2.27284879940184,5.05012695911041,6.52287828209419,0,0
747,0.20720999999999998,0.415,2.33218457401985,191.65,0.0,0.719482832864911,0.72813,4.12177753,0.25269,384.62,0.20720999999999998,10082.1607400385,1.6895052351893,1.0049,0.21854,0.20294809,0.51452,0.9489799999999999,13.789000000000001,3.6737,0.10945,0.21806,2.8300318177762698,0.21938000000000002,0.21486777699999998,3.2430000000000003,0.033648000000000004,0.21404,11.6622851146911,16.772000000000002,2.32788240076821,0.16775,0.0490491782414386,0.0608231903356955,6.943181977030599,13.1353560064648,0.21486,0.28459,0.7993100000000001,5.70993121571401,1.5096949443247198,8.80531554436483,1.0679519613038,2.46024096385542,6.5229049071648895,0,0
748,0.017602,0.29474,0.927791938705155,28.276999999999997,-0.0036076999999999997,1.22699700149477,0.38809,0.036312922000000004,0.014551,6453.1,0.022132,835.653982647587,0.0,1.3515,0.030195999999999997,0.007400151,0.19005999999999998,0.049158999999999994,3.3177,3.4201,0.25094,0.0093047,1.57998850420881,0.029051999999999998,0.012213907,0.20709,0.47796000000000005,0.012695,11.6623827767275,0.650198888888889,1.5327080445753702,0.017717,0.475911145460197,0.230643357330008,6.9457752715589,13.133019162336499,0.012214000000000001,0.045355,0.9907100000000001,5.70894322814362,1.40126920142301,8.802852570271211,3.2517307346052498,8.07016353396214,6.522874673085001,0,0
749,-0.48802,0.555,1.19392822603162,38.516999999999996,0.10228999999999999,1.50053133916127,-0.35241999999999996,-1.103268979,-0.1413,-1012.1,-0.48802,-14441.286404100701,1.1933465450846399,0.83242,-0.087395,-0.141385404,-0.2455,-0.36064,-0.2171,3.1764,0.36816,-0.14139000000000002,2.5026647047097,-1.4557,-0.421734218,0.19035,-0.51749,-0.025319,11.6621861510999,-22.456,1.8320853406996203,-0.087675,0.36626679470400697,0.0862923685650126,6.795716960793281,13.1331332733124,-0.42193,1.3848,1.0176,5.700321804087469,1.58419191725582,8.80343867349102,7.22904136958089,6.21927927927928,6.5228767214629295,0,1
750,-0.004776699999999999,0.039463,0.7534042054091279,-53.783,-0.096239,0.71572585303545,0.43156000000000005,-0.008700244000000001,0.028024,2797.2,-0.0043496,-832.617200115249,4.08350266737718,1.0915,0.032984,-0.004714004,-0.11275999999999999,0.12963,0.14357999999999999,5.0434,0.20651999999999998,-0.0018685,1.7218733417638898,0.032984,0.032551071,0.038604,0.16025,0.014169,11.6620568635399,-0.012835,4.15515269661084,-0.036601,0.4054251073081429,0.19690634645513502,6.94277193669592,13.1400899295785,0.013159,-0.011068000000000001,0.9868399999999999,5.70944870116833,2.8176308056456802,8.80257058662162,1.8007051371605602,25.677216633302102,6.52286770732128,0,0
751,0.08229,0.09668099999999999,1.34111889355594,97.787,0.13517,0.7684267161651209,0.7993,1.70491954,0.44798999999999994,356.99,0.092705,35098.4593232242,3.96541210208705,1.3645,0.029761000000000003,0.07321174400000001,0.15358,0.9350299999999999,1.2298,5.7254,0.20936999999999997,0.34084000000000003,1.6956706530317398,0.029761000000000003,0.026477757999999997,1.1501,0.06651699999999999,0.10942,11.6623776096629,2.1343,4.139759194418491,0.00061646,0.0529481743180958,0.202695916045105,6.94277633977358,13.228435439852701,0.1103,0.10295,0.8897,5.70952937266867,1.8636536988132097,8.80536978122965,0.27793835625233504,11.625862372131,6.5228690204965805,0,0
752,0.064815,0.36717,1.3741506741188,84.465,0.0,0.84576997948569,0.77553,0.33654395299999995,0.065026,971.12,0.064815,3354.73199539518,3.5083762431267704,1.1812,0.0,0.049957608,0.22236,0.37585999999999997,0.0,3.7355,0.10974,0.11195,1.89091074740814,0.0073203999999999995,0.005642362,0.4387,0.38268,0.0,11.662506089412698,0.56288,3.77100537500663,-0.019552,0.17612741263062698,0.16362281998641198,6.943567883432679,13.1354331940341,0.16494,0.083574,0.8390200000000001,5.70905877670076,1.52732725636174,8.80327842820706,1.3729848816390402,3.5335130865811495,6.5228793460337195,0,0
753,-0.077391,0.046742,0.765197573062035,-35.851,-0.035257,0.570827557634872,0.55015,-0.172412948,-0.039073000000000004,-5699.1,-0.077391,-6055.73236501056,3.10941803795781,1.4669,-0.068146,-0.104956873,-0.064835,-0.064046,-4.2282,4.1488,0.59336,-0.091765,1.0029453785764302,-0.037501,-0.050858468,0.19637000000000002,-0.7663800000000001,-0.092418,11.663091358930302,-1.7895,3.2189838190366205,-0.11673,0.37078394226749206,0.45697537895462,6.942920375382191,13.132787635540199,-0.050858,-0.14067000000000002,1.1,5.70892837123041,1.1077867740765701,8.802512830937589,0.900939421152087,15.775105900474902,6.52287208991505,0,0
754,0.010908,-0.2368,0.616600313641833,-8602.7,-0.28712,1.22241303339073,-0.2484,0.009304256,0.0052354,36832.0,0.011434,545.7611789449211,3.7626641597369503,1.1798,-0.0038347999999999998,0.004616166,-0.25217,0.0094881,-1.0616,3.6545,0.50842,0.0063619,1.07861364216142,-0.010218999999999999,-0.004324587,0.050832999999999996,-14.36,-0.0016227999999999998,11.6625911594125,0.040056,3.83539462895299,-0.0047717,0.80150819023001,0.415620038491467,6.9111594781157,13.1293632212345,-0.0043244,-0.043913,1.0107,5.70866209686157,1.52569756524313,8.802554952702891,5.6993058521838,-9.97888513513514,6.52287087933964,0,0
755,0.007832899999999999,0.034227,0.780250594980667,-0.78589,0.020297,0.724147176792057,0.37895999999999996,0.057837772999999995,0.14907,1730.5,0.014482,2381.5256839997896,2.84769619472659,1.0968,0.043063,0.00760033,0.040338,0.19874,0.57458,4.8915,0.69692,0.018749000000000002,1.38461795673895,0.043063,0.041784397,0.035452,0.12487999999999999,0.055751,11.6624767265283,0.2278,3.06225476282461,-0.057602,0.22345550265233102,0.288241915710295,6.94237864242235,13.1367537377123,0.029713,0.020669,0.97029,5.71216073898813,1.4359294301614198,8.802884630732859,0.732230768927438,30.110731294007696,6.52286790788707,0,0
756,0.10679000000000001,0.17119,0.9333126337895541,9.345,0.24176999999999998,0.775911258866198,0.61603,0.38814603799999997,0.15,848.29,0.13352999999999998,14345.8542600854,3.88044977558904,0.99725,0.13624,0.09365900699999999,0.30635999999999997,0.3597,1.4289,4.4658,0.30889,0.12284,1.3274728003115501,0.13624,0.119487809,0.14267,0.075164,0.12532000000000001,11.6627023938785,0.75572,4.0728944786147006,0.10670999999999999,0.295665122942618,0.308087459228431,6.94309414056621,13.1413513592415,0.12293,0.17335,0.8770700000000001,5.709137501664371,1.47014138473673,8.8027641383382,1.1763183608416499,6.66043577311759,6.522868506434929,0,0
757,0.067064,0.33154,1.11376983051436,5.1781,0.09268,0.740493922544234,0.41818999999999995,0.202384042,0.14163,838.6,0.067064,7214.42298283725,4.638508245598599,1.0686,0.089288,0.062994552,0.09268,0.43525,0.85856,4.4671,0.27666999999999997,0.060572,1.42030923970717,0.089288,0.083869998,0.18481,0.06615900000000001,0.08064400000000001,11.6630625295805,0.21594000000000002,4.73295371625592,-0.00045407,0.286208487258227,0.27660090244096397,6.943065085268331,13.150561059567302,0.06071,0.16037,0.93929,5.71090648202921,1.56997959185441,8.80274886312024,1.45503065302645,3.21107558665621,6.52286833644104,0,0
758,0.12415,0.005524,0.724897269498559,-14.062000000000001,0.3609,0.7327384981078571,0.68138,0.456063604,0.079604,587.47,0.13136,9368.719925131121,2.70183090128829,1.3082,0.1372,0.118418543,0.39658000000000004,0.59867,0.57843,4.0561,0.11375999999999999,0.052824,2.22298978522225,0.1372,0.130866082,0.12689,0.0514,0.055171000000000005,11.661679224731099,1.3103,2.95551946844018,0.070603,0.253113919336375,0.11460465662354302,6.94279854798381,13.131608211928699,0.046206,0.18220999999999998,0.9537899999999999,5.7090713329061,2.7930130986118997,8.80281307380826,1.50855951483889,189.79000724112998,6.522867882309309,0,0
759,0.26149,-0.16419,0.45523828102963204,-69.984,-0.15691,0.956000171734927,0.60842,0.7465810140000001,0.30373,299.95,0.26149,6359.37987641178,2.58979205259759,0.99249,0.0,0.166670916,0.13514,1.2169,19.97043,2.9802,0.24186999999999997,0.33335,1.57096731787151,0.3502,0.223213717,0.036118,0.060703999999999994,0.0,11.661701828998899,4.9353,2.95061460750046,-0.21502,0.30028976049086303,0.23299882814493697,6.94258897940549,13.131172720945301,0.14914000000000002,0.42978999999999995,0.83381,5.70914771115986,2.64120859256035,8.80293924677731,1.07415387198507,-9.55539314209148,6.52286978356073,0,0
760,0.034459,0.5321199999999999,1.55656842914478,74.97399999999999,0.14903,0.676611720256439,0.7774399999999999,0.176592833,0.07884400000000001,1626.0,0.034839999999999996,2046.8478569313002,0.0,0.77103,-0.021495,0.036861247,0.16166,0.22255,-0.35773,3.8622,0.092063,0.062025,1.3976298707836399,-0.021495,-0.022993485,2.8107,-0.5383899999999999,-0.038267,11.662333257927498,0.16206120000000002,1.5327080445753702,-0.030942,0.180060669580166,0.283930042382052,6.94463970745414,13.139131994979598,-0.069711,0.044323,1.0697,5.70903024968664,1.4386614775041802,8.80297816872632,1.1236023529503,1.75680297677216,6.5228731785918495,0,0
761,0.025203,0.21350999999999998,1.01802351526115,3.0852,0.0,1.02136076534612,0.6621199999999999,0.085272026,0.13019,542.97,0.025203,2339.40789747624,3.73009337182226,1.0918,0.0,0.014446291000000002,-0.084678,0.6722199999999999,0.0,4.3196,0.17775,0.028894,1.72709649590219,0.024842,0.014239367,0.12478,0.055776,0.0,11.6622053933519,0.12962,4.03529671747241,-0.20193,0.258943034111975,0.195772354518078,6.943169429436611,13.140278145383599,0.21656999999999998,0.038064999999999995,0.78801,5.709134402195129,1.9857144968058402,8.80315313583535,1.5159213790838,8.17104585265327,6.522874579397169,0,0
762,-0.1334,0.33295,1.04335289407858,56.593,-0.031443,0.6657148308148729,0.55435,-0.320886453,-0.08066799999999999,-1373.7,-0.13466,-7281.87154954602,2.7147609667936496,0.6540600000000001,-0.13856,-0.146030147,-0.074686,-0.26271,-0.9157299999999999,3.7793,0.22049000000000002,-0.09742200000000001,1.5272729543794599,-0.13856,-0.15167869,0.38179,-0.11955,-0.10024,11.6627017051582,-2.4982,2.8628692289637296,-0.16172,0.35041036235902007,0.24478761937208102,6.9440300224093,13.135445038146601,-0.094683,-0.24064000000000002,1.0947,5.7090779895578,1.2719071437654699,8.80259313747352,1.8850850750068102,2.7436852380237298,6.52286698379063,0,0
763,0.019885,-0.031117000000000002,0.611725063605392,-45.338,-0.074678,0.8484704583397141,0.3605,0.06997472,0.057617999999999996,3107.4,0.010795,1148.45537917616,3.3198427026193196,5.7695,0.051303999999999995,0.015252742,-0.037875,0.13168,1.5090000000000001,4.456,0.4902,0.033908999999999995,2.201648112396,0.063391,0.048623917,0.14388,0.18436,0.039352,11.6615977227529,0.20886,3.48580503869698,-0.013019,0.143468109523635,0.117231772627726,6.94226407191619,13.1297200307504,0.048624,0.055161,0.98672,5.713376168251901,5.42843798076291,8.803535932584259,0.9110026948188521,-41.8967124080085,6.522870858780331,0,0
764,-0.028794999999999998,0.30996999999999997,1.28166108096221,-595.47,0.0,1.50093267955437,0.72613,-0.130933481,0.011974,2417.4,-0.026061,-568.573191565345,2.78815444534387,0.92835,-0.027076,-0.008337918,0.13706,0.14101,-2.7130802777777796,2.8716,0.051273,-0.0075465,2.9398495163063196,-0.10815,-0.031316056,0.5739,0.22632,-0.007840300000000001,11.6617137212412,-0.19955,2.96541223164304,-0.094489,0.18152123662318603,0.0543224518540738,6.94329509130905,13.1319406683897,-0.031317000000000005,-0.039655,1.0324,5.70926415499586,2.69396142542036,8.80487183142613,2.08364703617828,11.1414007807207,6.52287792941261,0,0
765,0.12822999999999998,0.22474,1.18510155716059,69.738,0.0,0.7718987473774351,0.8166399999999999,0.886780105,0.19934000000000002,296.74,0.1626,4905.35774023664,2.8144501763347,1.5344,0.18775999999999998,0.113327441,0.69296,1.0426,6.4778,3.1957,0.017796,0.14489000000000002,1.8150364461325499,0.18875999999999998,0.166822802,0.92125,0.024378999999999998,0.16595,11.662019001835802,2.6375,3.15507090124883,0.12482,0.168357849776568,0.17772768778372697,6.94319935036236,13.132182412509902,0.16683,0.15702,0.85735,5.70892246391631,1.9374098522515901,8.80319343848117,1.0687078413648599,5.034706772270179,6.52287660528932,0,0
766,-0.11159000000000001,0.16143,0.836779449635772,-1.8844,0.0,1.2903259897550199,0.37918,-0.18220262899999998,-0.037473,-2324.4,-0.11159000000000001,-5302.96589691979,3.23167358309806,0.9446399999999999,-0.11515,-0.042892835,-0.13233,-0.15703,-12.431,3.6501,0.22158000000000003,-0.039334,1.6636609110441398,-0.018885,-0.007258994,0.075251,-0.20479,-0.044264,11.662233954579598,-0.64373,3.3595660319245297,-0.12925999999999999,0.47775476145510204,0.21003399536048997,6.94348615974793,13.1329119847,-0.007259300000000001,-0.2943,1.0428,5.7089956638379,1.73966762801667,8.80290445163797,2.52612974785547,16.1159635755436,6.522872732092,0,0
767,0.066447,0.097929,0.8644157946810078,-253.45,0.0,1.0566684845991898,0.70172,0.222789606,0.036026999999999997,1638.5,0.066447,2920.45511210933,3.3407748227629703,0.75044,0.066686,0.03602635,0.88761,0.22276999999999997,264.53,3.572,0.16172,0.036150999999999996,1.6760679947318602,0.024578,0.013325743000000001,0.036704,0.1491,0.036156,11.662011084724801,0.48272,3.77056773017376,0.066686,0.26101720374229104,0.20715237121612698,6.9429893058516505,13.1322078412676,0.30044,0.094691,0.7026899999999999,5.708922605851541,2.13448001350198,8.803195414775859,1.3998310256609499,18.8340532426554,6.52287296969149,0,0
768,0.048249,0.28101,1.1717447137018702,1.3375,-0.4415,0.4672065961932871,0.17452,0.202999832,0.17474,3061.8,0.048249,1717.39726926537,5.156869002963661,0.6393300000000001,0.050026,0.085675474,0.09249500000000001,0.11921,26.895,3.3611,1.4586,0.086001,1.27773428788799,-0.052087,-0.092490589,0.069985,0.27465,0.088831,11.6641552259215,0.18116,5.09154347329509,-0.00013193,0.21323865942867604,0.326652754349853,6.94221717730098,13.132761904832098,-0.09249099999999999,0.27647,0.9275200000000001,5.72002997246829,1.2215229260469098,8.802622088008858,0.774780069378848,2.0040567951318504,6.5228764308135,0,0
769,0.044967,-0.0032485,0.577758214331019,-14.412,0.073237,0.8532533767561841,0.8948299999999999,4.49874382,0.55098,260.12,0.055510000000000004,3310.8270152660602,0.0,1.0075,0.063434,0.034198038,0.090103,1.3017,3.1534,3.8773,0.38755,0.20985,2.85087989687451,0.063434,0.048242452000000005,0.20598000000000002,0.022221,0.23981,11.6614319870355,2.27074444444444,1.5327080445753702,-0.0268,0.0122634950090748,0.0595294340819285,6.9427391833694,13.1314351243959,0.23951,0.050252,0.76049,5.7092664368538095,3.7231637266259905,8.81816519295111,0.23662411879048198,-404.771432969063,6.52289207920121,0,0
770,0.008411100000000001,0.1649,0.945196505404876,-51.341,-0.038043,0.7012001680405601,0.56963,0.037415946,0.049316000000000006,2378.6,0.011685,897.6642159169161,4.62976523284347,1.0531,0.030822000000000002,0.008549604,-0.025481999999999998,0.14458,0.26416999999999996,4.1304,0.3028,0.01018,1.55517178249392,0.030822000000000002,0.031329538999999997,0.086617,0.16012,0.026851999999999997,11.662587284924099,0.026354000000000002,4.6489640800369605,-0.014100999999999999,0.271781322920104,0.23718056977757998,6.942919313391019,13.135887117997301,-0.016468,0.014766,1.0165,5.70960960191829,2.27890185606262,8.802739461081131,1.16177949498316,5.966040024257129,6.522867807464861,0,0
771,0.01481,-0.18635,0.580560060225658,-46.275,0.0,1.10696761881073,0.16754000000000002,0.023066155,0.030037,5076.1,0.016641999999999997,1251.6522112063099,2.39116357476664,0.85526,0.024533000000000003,0.0074317540000000005,0.10216,0.069704,2.371,4.1092,0.41457,0.013487,1.3151205416653702,0.026652,0.013374147,0.017894,0.40958,0.01231,11.6621783042203,0.27326,2.68728270847315,-0.018683,0.5431901948919721,0.312581980628109,6.942215080807201,13.1267232592917,0.013374,0.088393,0.9917100000000001,5.711116566964999,1.66033064560772,8.80268111776563,1.6652537765684798,-10.6938556479742,6.52287063088621,0,0
772,0.027181,0.32816999999999996,1.1550616178336,369.17,0.0,0.23696834692385302,0.64593,0.097829377,0.17535,3136.0,0.028439,2424.672029331,5.27325593595267,0.2535,0.022294,0.115649066,0.5616300000000001,0.11284000000000001,2198.8,4.2346,0.7065899999999999,0.12105,0.539144823065719,0.027308999999999996,0.116193677,0.65813,0.33658000000000005,0.09485700000000001,11.6670618589812,0.21754,5.412497028957009,0.0095219,0.255184706859005,0.875260382316163,6.943503431307559,13.142583368572499,0.11619000000000002,0.042081,0.8830399999999999,5.709247756445769,0.5765179103102039,8.80238739619989,0.4803776327132229,0.7161836852850659,6.522876215889879,0,0
773,-0.019913,-0.088673,0.665996411677456,-46.805,-0.019913,0.7205536682333471,0.02398,0.007278567,0.0072138,13059.0,0.0065264,501.320489215052,3.60699129464125,0.74844,0.068338,-0.019461493,0.0065264,-0.0014584,-1.65410222222222,4.1303,0.25515,0.0018736,1.5678864852758703,0.068338,0.066788507,0.021894,0.33998,0.019619,11.6620659690874,-0.058194,3.7213151819946497,0.049737,0.6400944445254639,0.23380649948246301,6.941987493316231,13.1291085773085,0.022713,-0.8304,0.97729,5.719837536370009,2.17589312665156,8.80243741328245,2.95183340447301,-11.539025407959599,6.52286771778241,0,1
